cost_id,movement_id,route_id,vessel_key,time_key,daily_demurrage_cost,fuel_cost_per_km,perishability_loss_rate,alternative_port_cost
COST_MOV_31564,MOV_31564,R_667,34,2024060405,12795.89,16.61,0.0012,18819.54
COST_MOV_31565,MOV_31565,R_392,48,2024110121,21566.57,42.0,0.0032,6081.48
COST_MOV_31566,MOV_31566,R_541,28,2024120904,37205.74,38.2,0.0024,9320.52
COST_MOV_31567,MOV_31567,R_855,73,2024101613,14918.9,42.52,0.0012,9777.34
COST_MOV_31568,MOV_31568,R_904,39,2024101223,23745.72,20.26,0.0037,15717.2
COST_MOV_31569,MOV_31569,R_982,55,2024122009,59724.8,29.74,0.0038,14485.17
COST_MOV_31570,MOV_31570,R_825,49,2024061904,47056.03,19.08,0.0021,6681.78
COST_MOV_31571,MOV_31571,R_953,49,2024040816,46435.67,36.38,0.0047,19398.3
COST_MOV_31572,MOV_31572,R_603,71,2024102622,37767.87,24.74,0.0017,7822.91
COST_MOV_31573,MOV_31573,R_193,15,2024080704,38335.57,28.89,0.0025,6878.87
COST_MOV_31574,MOV_31574,R_326,26,2024100907,10881.83,40.35,0.0047,12810.1
COST_MOV_31575,MOV_31575,R_835,53,2024072313,57059.75,41.05,0.0024,14723.64
COST_MOV_31576,MOV_31576,R_361,56,2024081403,44967.3,18.71,0.0034,5053.51
COST_MOV_31577,MOV_31577,R_735,10,2024101213,22280.22,19.48,0.0041,11190.7
COST_MOV_31578,MOV_31578,R_983,62,2024122114,57780.99,36.7,0.0017,13988.44
COST_MOV_31579,MOV_31579,R_750,68,2024011103,10651.95,20.5,0.0016,5722.99
COST_MOV_31580,MOV_31580,R_204,43,2024050113,46820.26,40.24,0.0021,8404.16
COST_MOV_31581,MOV_31581,R_830,59,2024072915,54374.82,41.21,0.0007,16680.99
COST_MOV_31582,MOV_31582,R_294,2,2024010220,20097.08,18.65,0.0025,18446.88
COST_MOV_31583,MOV_31583,R_479,4,2024052113,50132.12,39.57,0.0002,16504.88
COST_MOV_31584,MOV_31584,R_860,77,2024021210,17249.93,44.92,0.0038,18720.06
COST_MOV_31585,MOV_31585,R_187,51,2024030521,49135.51,37.39,0.0046,6015.38
COST_MOV_31586,MOV_31586,R_136,44,2024072503,53524.03,43.87,0.0022,17457.21
COST_MOV_31587,MOV_31587,R_300,9,2024030606,16585.06,25.67,0.0025,10852.03
COST_MOV_31588,MOV_31588,R_829,3,2024022213,53158.3,19.36,0.0034,15346.57
COST_MOV_31589,MOV_31589,R_503,83,2024092508,33893.89,39.81,0.0013,19499.85
COST_MOV_31590,MOV_31590,R_748,94,2024022006,36509.64,25.26,0.0032,7177.59
COST_MOV_31591,MOV_31591,R_155,75,2024020123,40708.28,41.37,0.0021,13509.18
COST_MOV_31592,MOV_31592,R_180,43,2024031917,50993.18,30.03,0.0039,6563.14
COST_MOV_31593,MOV_31593,R_981,50,2024081322,19130.42,19.18,0.002,12762.2
COST_MOV_31594,MOV_31594,R_144,64,2024041912,22758.3,28.52,0.0045,7958.09
COST_MOV_31595,MOV_31595,R_500,60,2024101422,55338.64,37.66,0.0036,16899.41
COST_MOV_31596,MOV_31596,R_971,76,2024012214,12858.96,34.06,0.0022,10101.0
COST_MOV_31597,MOV_31597,R_401,37,2024040507,14177.32,37.1,0.0036,8094.45
COST_MOV_31598,MOV_31598,R_875,100,2024051016,52520.91,25.49,0.0038,15825.64
COST_MOV_31599,MOV_31599,R_722,47,2024102421,48657.19,23.82,0.0036,5658.15
COST_MOV_31600,MOV_31600,R_538,25,2024010909,48301.71,29.37,0.0047,16922.61
COST_MOV_31601,MOV_31601,R_277,8,2024020212,18861.13,26.05,0.0017,18461.57
COST_MOV_31602,MOV_31602,R_754,3,2024053112,58788.43,27.18,0.0024,15628.65
COST_MOV_31603,MOV_31603,R_409,59,2024060608,49779.53,30.29,0.0033,15724.77
COST_MOV_31604,MOV_31604,R_931,36,2024031009,18417.14,19.26,0.0027,16030.25
COST_MOV_31605,MOV_31605,R_145,50,2024050817,20179.39,33.98,0.0022,14650.38
COST_MOV_31606,MOV_31606,R_338,58,2024070909,52384.58,32.1,0.0037,19811.46
COST_MOV_31607,MOV_31607,R_818,81,2024030513,49666.8,27.1,0.0031,11426.93
COST_MOV_31608,MOV_31608,R_258,78,2024111505,34628.26,33.5,0.0037,6442.78
COST_MOV_31609,MOV_31609,R_784,23,2024042005,32123.64,35.06,0.0044,9241.0
COST_MOV_31610,MOV_31610,R_562,45,2024031011,15125.85,29.17,0.0008,9705.84
COST_MOV_31611,MOV_31611,R_415,31,2024121215,12612.65,18.62,0.0016,14789.66
COST_MOV_31612,MOV_31612,R_238,77,2024032203,11220.21,29.3,0.0023,9436.23
COST_MOV_31613,MOV_31613,R_277,35,2024020105,24663.22,38.58,0.0044,12868.89
COST_MOV_31614,MOV_31614,R_760,79,2024051707,32331.89,30.87,0.003,6103.65
COST_MOV_31615,MOV_31615,R_183,40,2024111009,30434.15,23.09,0.004,16837.52
COST_MOV_31616,MOV_31616,R_622,71,2024121701,46485.12,26.56,0.003,7545.45
COST_MOV_31617,MOV_31617,R_455,74,2024021214,42920.28,33.24,0.0049,15752.39
COST_MOV_31618,MOV_31618,R_930,9,2024120608,16343.29,16.73,0.0032,6074.91
COST_MOV_31619,MOV_31619,R_916,3,2024081416,57257.51,25.67,0.0037,8789.08
COST_MOV_31620,MOV_31620,R_865,41,2024070603,43342.45,22.38,0.001,15079.65
COST_MOV_31621,MOV_31621,R_153,100,2024120518,46928.53,29.88,0.0035,7713.29
COST_MOV_31622,MOV_31622,R_416,81,2024010806,47173.83,22.92,0.0017,19150.33
COST_MOV_31623,MOV_31623,R_999,48,2024011220,15727.07,24.62,0.0025,16812.18
COST_MOV_31624,MOV_31624,R_849,93,2024070810,32899.37,33.64,0.0043,8465.27
COST_MOV_31625,MOV_31625,R_613,71,2024102016,45271.33,29.87,0.0013,9746.47
COST_MOV_31626,MOV_31626,R_497,86,2024101419,13655.0,38.0,0.001,19746.99
COST_MOV_31627,MOV_31627,R_341,7,2024052921,40209.52,18.18,0.0041,19880.72
COST_MOV_31628,MOV_31628,R_164,43,2024080904,33308.16,23.66,0.0025,15565.44
COST_MOV_31629,MOV_31629,R_978,76,2024020216,22475.7,31.28,0.0028,7369.79
COST_MOV_31630,MOV_31630,R_404,91,2024050603,44033.27,22.63,0.004,16707.68
COST_MOV_31631,MOV_31631,R_495,100,2024090716,52996.13,29.13,0.0022,8407.76
COST_MOV_31632,MOV_31632,R_848,28,2024070806,52861.32,35.96,0.0001,19913.77
COST_MOV_31633,MOV_31633,R_307,16,2024021007,53356.72,39.58,0.001,6614.52
COST_MOV_31634,MOV_31634,R_526,95,2024071414,50426.62,36.65,0.0011,11998.84
COST_MOV_31635,MOV_31635,R_770,76,2024111321,13340.83,21.0,0.0019,11717.71
COST_MOV_31636,MOV_31636,R_323,31,2024051717,19328.13,20.48,0.0026,17698.97
COST_MOV_31637,MOV_31637,R_739,95,2024042404,31863.03,31.09,0.0026,5951.69
COST_MOV_31638,MOV_31638,R_201,18,2024022419,51779.18,17.22,0.0003,13265.07
COST_MOV_31639,MOV_31639,R_338,3,2024081315,37490.53,29.78,0.0046,13405.33
COST_MOV_31640,MOV_31640,R_373,5,2024102022,21556.06,19.92,0.001,14252.87
COST_MOV_31641,MOV_31641,R_384,44,2024051813,32247.54,33.36,0.0018,12518.62
COST_MOV_31642,MOV_31642,R_865,12,2024070120,22605.49,29.24,0.0014,16841.17
COST_MOV_31643,MOV_31643,R_201,46,2024082912,59283.7,15.8,0.0046,5388.62
COST_MOV_31644,MOV_31644,R_219,69,2024022504,48726.28,42.76,0.003,13716.49
COST_MOV_31645,MOV_31645,R_976,90,2024102901,23808.48,41.93,0.0032,5496.82
COST_MOV_31646,MOV_31646,R_401,31,2024071823,24705.69,37.65,0.0014,17428.09
COST_MOV_31647,MOV_31647,R_192,19,2024101822,50409.84,25.54,0.0045,12542.12
COST_MOV_31648,MOV_31648,R_894,90,2024122614,13714.05,30.05,0.0049,15924.11
COST_MOV_31649,MOV_31649,R_168,43,2024080703,48665.2,35.61,0.003,14311.92
COST_MOV_31650,MOV_31650,R_507,99,2024070408,17270.57,26.04,0.0021,9320.55
COST_MOV_31651,MOV_31651,R_944,82,2024071307,32667.76,34.35,0.0038,10525.5
COST_MOV_31652,MOV_31652,R_391,15,2024032110,36029.68,15.96,0.0012,5655.48
COST_MOV_31653,MOV_31653,R_404,86,2024021216,22328.73,44.95,0.0048,14903.52
COST_MOV_31654,MOV_31654,R_285,100,2024111713,37729.98,16.51,0.0035,17923.21
COST_MOV_31655,MOV_31655,R_417,85,2024100215,58153.39,20.37,0.0011,18869.01
COST_MOV_31656,MOV_31656,R_772,36,2024050315,15885.43,39.51,0.0045,5119.93
COST_MOV_31657,MOV_31657,R_763,35,2024080410,15912.79,25.24,0.001,5942.19
COST_MOV_31658,MOV_31658,R_584,73,2024080713,24066.0,15.05,0.0002,6072.96
COST_MOV_31659,MOV_31659,R_522,42,2024060712,56996.02,29.57,0.0027,14462.53
COST_MOV_31660,MOV_31660,R_391,80,2024083014,59264.98,17.1,0.0049,15835.59
COST_MOV_31661,MOV_31661,R_630,62,2024062007,38049.55,37.74,0.0035,9478.82
COST_MOV_31662,MOV_31662,R_729,34,2024020815,15398.07,24.99,0.0031,14785.82
COST_MOV_31663,MOV_31663,R_670,50,2024052520,15126.23,29.81,0.0039,12170.31
COST_MOV_31664,MOV_31664,R_587,80,2024102018,48482.49,29.1,0.0031,19129.44
COST_MOV_31665,MOV_31665,R_689,19,2024102703,35443.8,23.39,0.0004,19979.94
COST_MOV_31666,MOV_31666,R_377,16,2024081215,59184.16,40.63,0.0039,8258.23
COST_MOV_31667,MOV_31667,R_293,61,2024071100,16806.17,34.04,0.0007,6492.32
COST_MOV_31668,MOV_31668,R_332,69,2024020723,54600.3,16.8,0.0039,5434.38
COST_MOV_31669,MOV_31669,R_538,33,2024020800,52299.13,28.29,0.0048,15970.66
COST_MOV_31670,MOV_31670,R_400,87,2024110115,10343.91,36.69,0.0003,18563.4
COST_MOV_31671,MOV_31671,R_385,46,2024042118,45249.85,25.04,0.0022,18082.09
COST_MOV_31672,MOV_31672,R_531,65,2024080906,10224.77,17.06,0.0037,9033.74
COST_MOV_31673,MOV_31673,R_280,60,2024011714,38469.72,18.9,0.0036,17705.88
COST_MOV_31674,MOV_31674,R_544,90,2024110219,11132.78,27.94,0.0025,10001.79
COST_MOV_31675,MOV_31675,R_777,78,2024030509,48940.94,39.95,0.0019,5925.42
COST_MOV_31676,MOV_31676,R_761,20,2024022811,47819.2,19.95,0.0034,6179.11
COST_MOV_31677,MOV_31677,R_884,31,2024010122,16432.34,27.86,0.0046,8026.02
COST_MOV_31678,MOV_31678,R_262,27,2024100219,19233.44,42.3,0.0014,12862.38
COST_MOV_31679,MOV_31679,R_853,62,2024121120,44221.01,42.97,0.0046,8074.36
COST_MOV_31680,MOV_31680,R_657,39,2024080701,12006.95,24.14,0.0024,12819.45
COST_MOV_31681,MOV_31681,R_236,40,2024102005,40652.08,28.31,0.0017,13625.8
COST_MOV_31682,MOV_31682,R_189,43,2024122418,37263.58,33.91,0.0046,7377.26
COST_MOV_31683,MOV_31683,R_267,77,2024101323,10323.83,32.99,0.0047,8912.84
COST_MOV_31684,MOV_31684,R_210,61,2024020320,18681.38,34.37,0.0017,17949.34
COST_MOV_31685,MOV_31685,R_713,41,2024012715,48854.39,26.04,0.0027,18899.78
COST_MOV_31686,MOV_31686,R_919,86,2024120814,12100.61,25.61,0.0023,14813.72
COST_MOV_31687,MOV_31687,R_862,71,2024020919,34547.99,16.15,0.0014,16671.87
COST_MOV_31688,MOV_31688,R_880,10,2024033118,15192.93,23.03,0.0011,7136.09
COST_MOV_31689,MOV_31689,R_432,43,2024041913,41728.33,34.96,0.0013,16000.75
COST_MOV_31690,MOV_31690,R_392,24,2024060708,13309.36,16.84,0.0024,8915.07
COST_MOV_31691,MOV_31691,R_972,6,2024062301,59947.93,22.03,0.0013,13280.59
COST_MOV_31692,MOV_31692,R_969,71,2024090501,39949.45,34.16,0.0047,17639.73
COST_MOV_31693,MOV_31693,R_320,30,2024080817,37152.04,23.71,0.0024,18774.15
COST_MOV_31694,MOV_31694,R_486,86,2024080322,10645.59,37.37,0.0031,7771.15
COST_MOV_31695,MOV_31695,R_782,52,2024082219,53177.58,20.13,0.0009,13915.14
COST_MOV_31696,MOV_31696,R_347,81,2024053021,41982.17,30.98,0.0004,14555.75
COST_MOV_31697,MOV_31697,R_793,30,2024090700,32415.03,22.25,0.0029,17673.4
COST_MOV_31698,MOV_31698,R_782,21,2024042414,22892.66,39.68,0.0003,17774.2
COST_MOV_31699,MOV_31699,R_254,78,2024122423,41845.15,27.96,0.0022,18025.52
COST_MOV_31700,MOV_31700,R_433,36,2024011307,12473.58,24.13,0.0037,6581.15
COST_MOV_31701,MOV_31701,R_371,36,2024072013,23116.15,41.95,0.0039,14475.51
COST_MOV_31702,MOV_31702,R_958,57,2024031214,37440.1,28.05,0.0012,15468.99
COST_MOV_31703,MOV_31703,R_204,73,2024010506,23232.68,21.57,0.0032,10606.25
COST_MOV_31704,MOV_31704,R_325,57,2024042020,36450.73,41.01,0.0022,11750.55
COST_MOV_31705,MOV_31705,R_218,60,2024071219,52464.99,35.03,0.0036,19511.47
COST_MOV_31706,MOV_31706,R_842,26,2024030608,15146.6,37.64,0.0021,5674.14
COST_MOV_31707,MOV_31707,R_623,70,2024051008,48321.06,34.04,0.0035,5872.42
COST_MOV_31708,MOV_31708,R_289,48,2024093022,15557.64,19.0,0.0003,16026.5
COST_MOV_31709,MOV_31709,R_289,66,2024031102,37753.55,41.23,0.0048,10286.35
COST_MOV_31710,MOV_31710,R_205,4,2024062513,30135.42,19.21,0.004,19943.35
COST_MOV_31711,MOV_31711,R_393,17,2024100115,32890.75,38.37,0.0046,11067.91
COST_MOV_31712,MOV_31712,R_854,36,2024061204,22046.76,15.47,0.0019,18747.02
COST_MOV_31713,MOV_31713,R_595,45,2024033005,16846.98,44.66,0.0021,17765.23
COST_MOV_31714,MOV_31714,R_129,17,2024022211,45236.38,19.38,0.0043,8936.3
COST_MOV_31715,MOV_31715,R_211,85,2024052701,42222.4,20.72,0.0021,16910.44
COST_MOV_31716,MOV_31716,R_171,58,2024040809,57065.32,16.66,0.0018,9123.27
COST_MOV_31717,MOV_31717,R_588,70,2024061622,53399.21,40.03,0.0024,16649.94
COST_MOV_31718,MOV_31718,R_559,80,2024010315,44686.55,41.6,0.0012,6364.92
COST_MOV_31719,MOV_31719,R_755,85,2024042319,38780.88,41.62,0.005,10770.67
COST_MOV_31720,MOV_31720,R_256,73,2024050402,12358.9,16.72,0.0047,6969.72
COST_MOV_31721,MOV_31721,R_749,78,2024101302,38523.95,38.05,0.0035,13612.99
COST_MOV_31722,MOV_31722,R_438,6,2024071309,31969.44,22.08,0.0001,14717.37
COST_MOV_31723,MOV_31723,R_630,52,2024102419,39862.37,42.39,0.0034,17895.46
COST_MOV_31724,MOV_31724,R_779,8,2024081021,13793.36,25.91,0.0024,7374.64
COST_MOV_31725,MOV_31725,R_868,15,2024040508,48342.88,43.59,0.0028,8261.02
COST_MOV_31726,MOV_31726,R_365,18,2024102318,33589.75,29.68,0.0036,18778.49
COST_MOV_31727,MOV_31727,R_768,4,2024072221,40525.99,33.43,0.001,9047.52
COST_MOV_31728,MOV_31728,R_963,81,2024091813,30908.68,41.86,0.0027,8343.18
COST_MOV_31729,MOV_31729,R_337,5,2024072613,17362.18,18.31,0.005,15711.87
COST_MOV_31730,MOV_31730,R_181,46,2024071301,51110.6,39.87,0.0013,14821.71
COST_MOV_31731,MOV_31731,R_681,88,2024020203,37358.69,42.46,0.0032,11591.55
COST_MOV_31732,MOV_31732,R_694,37,2024100421,19561.23,25.65,0.0002,10893.3
COST_MOV_31733,MOV_31733,R_444,83,2024090408,59781.69,43.93,0.0047,19197.95
COST_MOV_31734,MOV_31734,R_550,12,2024091410,20935.47,35.53,0.0042,7913.32
COST_MOV_31735,MOV_31735,R_207,79,2024030906,47184.51,21.5,0.0022,7916.76
COST_MOV_31736,MOV_31736,R_185,76,2024030819,19079.74,25.47,0.0031,6907.25
COST_MOV_31737,MOV_31737,R_915,22,2024021701,59351.1,20.75,0.0035,15849.94
COST_MOV_31738,MOV_31738,R_568,43,2024032205,41814.61,19.86,0.0036,9123.52
COST_MOV_31739,MOV_31739,R_662,54,2024070415,34486.23,24.47,0.0011,11354.87
COST_MOV_31740,MOV_31740,R_876,8,2024082922,24624.14,33.44,0.0029,8657.07
COST_MOV_31741,MOV_31741,R_757,48,2024010418,10993.32,21.17,0.0036,14094.42
COST_MOV_31742,MOV_31742,R_896,71,2024060508,48204.74,16.4,0.0011,8503.89
COST_MOV_31743,MOV_31743,R_673,17,2024121101,45851.05,40.23,0.0007,6168.94
COST_MOV_31744,MOV_31744,R_736,82,2024093004,56156.18,37.39,0.0044,15155.23
COST_MOV_31745,MOV_31745,R_111,92,2024032219,23885.52,18.91,0.0043,8583.47
COST_MOV_31746,MOV_31746,R_156,3,2024022010,58769.73,22.11,0.0008,7744.83
COST_MOV_31747,MOV_31747,R_489,34,2024022421,19261.2,27.63,0.0003,10251.94
COST_MOV_31748,MOV_31748,R_251,33,2024070901,47421.09,40.66,0.0026,14779.74
COST_MOV_31749,MOV_31749,R_940,83,2024072008,50407.22,26.89,0.0008,6928.09
COST_MOV_31750,MOV_31750,R_229,89,2024010715,15997.94,42.26,0.0039,17736.58
COST_MOV_31751,MOV_31751,R_151,3,2024032503,42312.5,29.88,0.004,14419.97
COST_MOV_31752,MOV_31752,R_399,36,2024021022,22832.76,34.63,0.0047,15421.19
COST_MOV_31753,MOV_31753,R_355,93,2024021622,36313.67,24.89,0.0045,13416.27
COST_MOV_31754,MOV_31754,R_184,61,2024102318,24483.1,27.96,0.0009,11653.92
COST_MOV_31755,MOV_31755,R_599,98,2024062619,40665.37,39.37,0.001,7935.3
COST_MOV_31756,MOV_31756,R_901,51,2024101323,35148.01,35.21,0.0014,10213.79
COST_MOV_31757,MOV_31757,R_575,87,2024060912,12036.34,17.17,0.0045,7634.91
COST_MOV_31758,MOV_31758,R_147,36,2024041619,24090.82,26.58,0.0027,6989.19
COST_MOV_31759,MOV_31759,R_282,75,2024061502,32207.35,44.15,0.0014,19915.94
COST_MOV_31760,MOV_31760,R_179,13,2024042000,38735.22,24.82,0.0027,16328.64
COST_MOV_31761,MOV_31761,R_619,54,2024012906,43523.72,17.23,0.0016,8200.49
COST_MOV_31762,MOV_31762,R_379,24,2024092213,16261.57,21.23,0.0029,9458.18
COST_MOV_31763,MOV_31763,R_159,57,2024111820,42681.46,42.11,0.0042,11848.91
COST_MOV_31764,MOV_31764,R_751,60,2024061119,34563.16,20.01,0.0031,5131.65
COST_MOV_31765,MOV_31765,R_973,92,2024022706,11767.22,37.73,0.0016,12662.85
COST_MOV_31766,MOV_31766,R_889,50,2024052908,23611.43,41.22,0.0011,11869.4
COST_MOV_31767,MOV_31767,R_829,21,2024092523,18480.76,38.88,0.0003,12198.09
COST_MOV_31768,MOV_31768,R_108,96,2024031811,58707.82,27.28,0.0033,12419.68
COST_MOV_31769,MOV_31769,R_135,88,2024041716,54473.69,36.09,0.004,11256.13
COST_MOV_31770,MOV_31770,R_365,84,2024040118,20238.72,24.57,0.0002,5745.7
COST_MOV_31771,MOV_31771,R_497,71,2024070813,35874.46,24.83,0.0034,9558.67
COST_MOV_31772,MOV_31772,R_615,48,2024080723,15293.53,34.28,0.0023,17542.13
COST_MOV_31773,MOV_31773,R_250,36,2024090204,24650.48,29.99,0.002,11829.93
COST_MOV_31774,MOV_31774,R_993,76,2024102710,18443.72,28.25,0.0002,5222.18
COST_MOV_31775,MOV_31775,R_178,44,2024072020,43692.05,30.9,0.0009,7923.83
COST_MOV_31776,MOV_31776,R_724,11,2024012807,36824.77,28.97,0.0023,19119.32
COST_MOV_31777,MOV_31777,R_556,82,2024011014,47341.17,28.3,0.0003,7611.3
COST_MOV_31778,MOV_31778,R_670,61,2024101010,11230.36,42.83,0.0049,8397.97
COST_MOV_31779,MOV_31779,R_833,67,2024112807,58051.88,39.87,0.0002,16616.24
COST_MOV_31780,MOV_31780,R_791,99,2024040204,14396.28,15.64,0.0008,10981.82
COST_MOV_31781,MOV_31781,R_877,13,2024091017,46993.39,31.21,0.0003,16086.73
COST_MOV_31782,MOV_31782,R_437,59,2024101000,32357.52,19.11,0.0047,11602.57
COST_MOV_31783,MOV_31783,R_975,4,2024072015,42703.94,28.86,0.0005,11214.12
COST_MOV_31784,MOV_31784,R_839,25,2024080715,37865.26,44.69,0.0001,18635.71
COST_MOV_31785,MOV_31785,R_656,18,2024072709,37748.71,29.56,0.0038,13973.35
COST_MOV_31786,MOV_31786,R_295,76,2024102113,20434.63,32.27,0.0005,14476.88
COST_MOV_31787,MOV_31787,R_509,78,2024072207,52483.25,17.99,0.0008,16510.43
COST_MOV_31788,MOV_31788,R_836,23,2024031712,30429.48,40.76,0.0013,11212.84
COST_MOV_31789,MOV_31789,R_164,83,2024041819,33703.87,30.14,0.0008,15582.35
COST_MOV_31790,MOV_31790,R_337,25,2024020219,42663.13,36.2,0.0019,10053.9
COST_MOV_31791,MOV_31791,R_573,42,2024080413,53108.3,17.06,0.0021,19848.87
COST_MOV_31792,MOV_31792,R_594,44,2024110613,40625.73,40.64,0.0041,19639.6
COST_MOV_31793,MOV_31793,R_484,64,2024110604,14057.73,44.12,0.0032,13768.88
COST_MOV_31794,MOV_31794,R_490,91,2024110400,49784.51,39.78,0.0009,16299.52
COST_MOV_31795,MOV_31795,R_574,60,2024072918,56231.69,36.75,0.0041,13005.06
COST_MOV_31796,MOV_31796,R_773,66,2024091423,40229.51,22.74,0.0015,17176.19
COST_MOV_31797,MOV_31797,R_505,63,2024051922,31312.51,42.65,0.0022,17886.63
COST_MOV_31798,MOV_31798,R_117,52,2024040823,52655.51,36.52,0.0005,9898.53
COST_MOV_31799,MOV_31799,R_284,90,2024050721,22154.65,24.04,0.0015,9945.05
COST_MOV_31800,MOV_31800,R_897,33,2024041008,42561.77,18.25,0.0011,9621.91
COST_MOV_31801,MOV_31801,R_174,87,2024032813,17860.34,21.84,0.0042,16083.47
COST_MOV_31802,MOV_31802,R_520,60,2024030902,53314.07,23.65,0.0039,19131.35
COST_MOV_31803,MOV_31803,R_405,36,2024100702,17460.82,25.19,0.0042,19305.21
COST_MOV_31804,MOV_31804,R_664,8,2024052316,23308.36,30.16,0.0001,17698.74
COST_MOV_31805,MOV_31805,R_113,8,2024101621,15331.8,21.85,0.0032,15059.44
COST_MOV_31806,MOV_31806,R_142,21,2024061102,20003.21,37.92,0.004,13078.67
COST_MOV_31807,MOV_31807,R_864,57,2024011406,43817.72,30.35,0.0031,8679.97
COST_MOV_31808,MOV_31808,R_218,40,2024111321,44130.27,44.9,0.0028,19072.28
COST_MOV_31809,MOV_31809,R_361,89,2024022412,20004.23,15.34,0.0002,18800.66
COST_MOV_31810,MOV_31810,R_550,44,2024103112,53250.62,18.79,0.0006,14158.53
COST_MOV_31811,MOV_31811,R_402,63,2024062709,44640.19,40.96,0.0043,11011.05
COST_MOV_31812,MOV_31812,R_889,83,2024070516,42186.99,29.91,0.0004,12034.05
COST_MOV_31813,MOV_31813,R_739,50,2024123013,16340.48,18.04,0.0038,11727.57
COST_MOV_31814,MOV_31814,R_811,27,2024110200,15904.69,42.79,0.003,17864.61
COST_MOV_31815,MOV_31815,R_874,91,2024083020,33845.97,29.37,0.0004,16779.7
COST_MOV_31816,MOV_31816,R_300,19,2024111109,58849.9,29.49,0.002,6817.03
COST_MOV_31817,MOV_31817,R_551,29,2024031605,50721.28,16.41,0.0013,8594.64
COST_MOV_31818,MOV_31818,R_943,7,2024112609,43719.99,17.73,0.0005,5202.15
COST_MOV_31819,MOV_31819,R_737,83,2024082707,51000.18,32.31,0.0013,15017.22
COST_MOV_31820,MOV_31820,R_309,22,2024080908,59867.32,35.61,0.0034,19241.96
COST_MOV_31821,MOV_31821,R_643,47,2024020611,39768.95,38.05,0.0041,17953.32
COST_MOV_31822,MOV_31822,R_557,69,2024070214,38728.01,18.27,0.0035,12812.43
COST_MOV_31823,MOV_31823,R_317,41,2024042801,43883.67,40.92,0.0047,5804.34
COST_MOV_31824,MOV_31824,R_587,88,2024042711,30836.19,40.39,0.0007,17451.7
COST_MOV_31825,MOV_31825,R_541,20,2024121812,59932.77,41.57,0.0009,19207.64
COST_MOV_31826,MOV_31826,R_526,82,2024110908,51371.3,36.01,0.0024,16210.68
COST_MOV_31827,MOV_31827,R_533,75,2024050818,50702.38,35.19,0.0023,9124.68
COST_MOV_31828,MOV_31828,R_124,72,2024112210,55523.13,18.24,0.0042,14735.59
COST_MOV_31829,MOV_31829,R_874,56,2024050819,31684.2,31.1,0.0028,10888.91
COST_MOV_31830,MOV_31830,R_992,60,2024110918,50672.74,31.17,0.0032,15059.09
COST_MOV_31831,MOV_31831,R_503,56,2024010504,55343.95,26.92,0.0046,15417.37
COST_MOV_31832,MOV_31832,R_535,84,2024082218,11043.75,35.3,0.0002,7116.94
COST_MOV_31833,MOV_31833,R_783,29,2024051911,53725.13,24.78,0.0035,15876.7
COST_MOV_31834,MOV_31834,R_922,18,2024112620,30702.39,21.75,0.0026,13705.7
COST_MOV_31835,MOV_31835,R_366,43,2024031821,51911.97,43.45,0.0008,10806.94
COST_MOV_31836,MOV_31836,R_296,25,2024040217,55814.61,29.27,0.0005,14975.51
COST_MOV_31837,MOV_31837,R_353,20,2024051005,51161.68,43.23,0.0003,15731.8
COST_MOV_31838,MOV_31838,R_842,16,2024032218,31649.5,22.11,0.0041,8769.73
COST_MOV_31839,MOV_31839,R_170,72,2024112418,47427.29,26.69,0.0038,15610.93
COST_MOV_31840,MOV_31840,R_831,3,2024072802,52676.63,44.43,0.004,15110.34
COST_MOV_31841,MOV_31841,R_400,78,2024101721,41248.89,31.88,0.0033,10329.33
COST_MOV_31842,MOV_31842,R_986,15,2024102619,31557.41,34.02,0.0043,11006.59
COST_MOV_31843,MOV_31843,R_165,50,2024062101,24718.89,30.93,0.0041,16373.37
COST_MOV_31844,MOV_31844,R_481,27,2024012602,22577.34,27.02,0.002,12644.78
COST_MOV_31845,MOV_31845,R_277,15,2024041008,38186.51,40.81,0.0022,17997.53
COST_MOV_31846,MOV_31846,R_718,11,2024013105,48250.46,39.26,0.004,18346.29
COST_MOV_31847,MOV_31847,R_139,60,2024082305,34375.7,19.99,0.0043,13645.68
COST_MOV_31848,MOV_31848,R_650,53,2024123003,55978.91,36.19,0.0047,18106.65
COST_MOV_31849,MOV_31849,R_370,51,2024043010,49687.28,18.68,0.0003,13878.36
COST_MOV_31850,MOV_31850,R_686,45,2024073111,23664.29,35.69,0.0041,10470.92
COST_MOV_31851,MOV_31851,R_371,99,2024050707,17358.07,35.44,0.0027,16939.65
COST_MOV_31852,MOV_31852,R_861,69,2024010201,39222.0,27.11,0.0004,19961.1
COST_MOV_31853,MOV_31853,R_559,98,2024063006,33756.77,37.25,0.001,17865.36
COST_MOV_31854,MOV_31854,R_159,62,2024042319,52377.37,43.45,0.0006,11590.78
COST_MOV_31855,MOV_31855,R_959,65,2024082600,17032.09,30.84,0.0018,14254.64
COST_MOV_31856,MOV_31856,R_763,87,2024031015,24443.78,17.69,0.004,9500.9
COST_MOV_31857,MOV_31857,R_935,29,2024111505,54058.53,24.71,0.0006,6976.33
COST_MOV_31858,MOV_31858,R_614,94,2024110917,58725.08,29.49,0.0021,7563.35
COST_MOV_31859,MOV_31859,R_828,57,2024081913,49012.58,24.37,0.004,11854.77
COST_MOV_31860,MOV_31860,R_386,96,2024071215,32934.49,42.5,0.0003,6033.13
